data_date,source_url,table_idx,table_section,row,col,header_top,header_left,value
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,0,,0,0,,,일일경제지표 (25. 10. 28) 17:30 현재
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,0,0,,,
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,0,1,,,’ 23말
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,0,2,,,’ 24말
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,0,3,,,‘25.9 말
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,0,4,,,10/24
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,0,5,,,10/27
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,0,6,,,10/28
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,0,7,,,전일비
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,0,8,,,24말비
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,1,0,,,"콜금리 (1일, %)"
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,1,1,’ 23말,"콜금리 (1일, %)",3.55
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,1,2,’ 24말,"콜금리 (1일, %)",3.10
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,1,3,‘25.9 말,"콜금리 (1일, %)",2.53
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,1,4,10/24,"콜금리 (1일, %)",2.51
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,1,5,10/27,"콜금리 (1일, %)",2.53
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,1,6,10/28,"콜금리 (1일, %)",2.52
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,1,7,전일비,"콜금리 (1일, %)",△0.01% p
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,1,8,24말비,"콜금리 (1일, %)",△0.58% p
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,2,0,,,"CD (91 일, %)"
2025-10-28,https://mofe.go.kr/st/ecnmyidx/detailTbEconomyIndicatorView.do?bbsId=MOSFBBS_000000000045&searchNttId1=MOSF_000000000075616&menuNo=6010200,1,금리,2,1,’ 23말,"CD (91 일, %)",3.83
